id;Pocket;Table;Turn;River
42582;jsks;;;
42591;3dqd;2sth4h;;
42593;4c9c;tcad2c;9s;9h
42607;7sas;;;
42624;8c2c;2d3c5c;9h;7c
42636;8h7h;5d6h9h;qh;kc
42640;4d5d;4c2c9h;4h;7h
42656;ksqs;4cad4h;5d;2c
42660;4hjh;5h8sts;;
42678;7sts;9c7dth;6s;5h
42682;6hah;6d9d6s;;
42695;4hkh;9hjhqd;6h;ah
42711;qc2c;9cjskc;qh;2h
42712;5cqc;8c3h9c;5s;
42723;2h4h;;;
42750;6sqs;;;
42759;tcqc;;;
42766;8d3d;;;
42782;5d6d;js4d8d;ad;6s
42809;as5s;ac2c8c;;
42813;ac9c;;;
42815;2d6d;;;
42858;kh8h;7c9h3h;5d;5h
42889;ah7h;9hkcjs;;
42907;6s2s;8cks6h;7c;
42910;2c8c;;;
42914;qs8s;qc2cqh;as;
42916;6dtd;as8d5c;jc;6s
42926;qhah;2sqd8h;;
42938;6h9h;khkstd;tc;7h
42950;8s6s;kh8c9h;;
42951;6c9c;4d3c9s;ts;qs
42956;2c8c;2hqc2d;7c;3s
42999;3c7c;;;
43003;qd9d;ah8dqc;kh;5h
43020;8h6h;4std7c;as;2s
43051;9c8c;jsthqc;3h;
43052;8hth;;;
43059;asjs;;;
43076;jc3c;;;
43087;4ckc;8hjcjs;7d;7h
43090;6d4d;;;
43108;ackc;4d7c8s;9s;4s
43126;jdtd;;;
43129;qh3h;4s2sqd;8c;5h
43131;8h7h;6d9h3h;;
43134;9c8c;tsqhac;6s;jc
43139;4c7c;7s5htd;js;
43145;ks8s;;;
43150;2hqh;7hkhqs;th;
43158;7dad;jhasjs;4s;6h
43191;ks7s;tc9sjs;6h;ad
43193;2dad;8c2sas;;
43202;jd3d;2sah3c;kc;
43209;4h5h;7d3h2d;;
43230;2sqs;8d3h8h;;
43235;8c5c;5h6c6h;8d;
43254;2s4s;3s6h5c;2d;4d
43258;jdkd;2c3h5s;;
43300;3dkd;2d4dtd;4h;
43307;8ctc;8s2c6d;4c;td
43315;8ctc;kc5hqd;;
43316;adqd;8d3dqh;;
43322;9s3s;qctd2s;;
43323;qs9s;3djhqc;tc;
43335;6s7s;adkd5c;;
43342;4c3c;7sqdqc;;
43355;6hqh;ahad5s;jc;4s
43366;2s8s;;;
43396;3s6s;4skckh;;
43406;9s2s;;;
43423;5d6d;6h4dqc;7c;3s
43428;qh6h;2h6s7s;kh;
43444;6hth;5cjh8s;;
43494;qh7h;2s5c8h;9h;ts
43505;3h8h;4c8cjh;6s;5c
43520;4s7s;9h4h3d;2s;qc
43524;3hqh;7hkh5s;4h;6d
43537;jc2c;7dtc4s;;
43560;as8s;;;
43578;5hah;3had6h;;
43581;7h5h;qh5c4h;ac;3h
43583;7s9s;4dkd6c;qs;
43590;9h4h;qhjhas;qc;ad
43605;3s5s;7c4c4h;3h;
43621;7d9d;2d9c4h;8h;
43647;6cac;8c5d8s;tc;4c
43656;js2s;7c4c5c;tc;8d
43666;asts;ac5hjh;qc;9h
43674;ks6s;7c3cjh;;
43684;4dtd;kckd4s;;
43688;3h9h;4dqs2h;4h;8h
43690;jc2c;jh3d7s;jd;th
43705;6d5d;5h4d3d;3s;7d
43707;5sks;4d6c2d;;
43716;khjh;2has7h;3h;jd
43741;as6s;6cjh8d;qd;jc
43742;6dtd;qhtcts;9s;2s
43743;3h7h;;;
43754;jd6d;5sad9c;ah;6h
43784;ts4s;;;
43793;2d4d;;;
43795;kh8h;4h7sks;8d;3d
43814;8dkd;;;
43818;7ctc;thac9h;2s;4c
43823;8s7s;qs2s8c;;
43828;4h9h;9d3s2h;7c;kc
43849;8sqs;5s2hjh;qh;2c
43858;5c8c;qc6c6s;kd;8h
43893;5cac;2ctc2d;kc;6c
43900;8sjs;3ckc6d;ts;tc
43909;5c9c;9dkc5h;8h;3c
43914;qs2s;jh5ctc;;
43919;ac2c;6s5c3s;2h;qs
43926;tdqd;ksacjd;;
43931;qc8c;4d2c5d;5c;2h
43939;9d7d;9c9h4s;th;
43957;tc7c;8c5h6s;qs;5c
43960;8sjs;6h5hjc;6s;3c
43964;4sts;9c2hjh;;
43967;6hjh;6djs4s;4c;
43968;2d9d;8hasjs;;
43969;jh8h;js8s6s;;
43976;2hkh;qckc6d;7c;js
43977;kh2h;4sqhtc;js;
44032;as4s;;;
44036;9d2d;8dtd5d;jc;3d
44041;2h3h;4s4hac;;
44051;tdad;ksac9s;tc;2s
44057;7h5h;3dqhtd;;
44063;td9d;;;
44069;kd9d;8dts4d;7d;js
44092;ad8d;;;
44127;4s8s;js5c9h;;
44150;9d7d;td8s5c;;
44160;8h4h;4c6dqs;ad;
44173;2h4h;;;
44236;3d4d;6sth7s;;
44237;4s5s;;;
44239;2sas;7c5d5s;3s;
44246;4d9d;6h5s2s;3h;2d
44324;3cac;4d8sjs;;
44331;6d7d;;;
44336;2dad;;;
44358;jd9d;9c7d2s;qd;6h
44359;4h5h;qd2hac;ah;6h
44360;jcqc;kc5c8h;4c;4d
44362;8h2h;9c6cqs;;
44372;th5h;asts6s;5d;9d
44381;tcac;;;
44390;6hkh;6c9cks;jc;ah
44399;jd8d;2h7stc;8s;6d
44409;3s9s;qc8s8c;7s;2d
44436;5c3c;;;
44442;5sqs;;;
44475;ah4h;5h5c3s;7h;9d
44486;7ctc;5h2c6c;9d;6s
44488;4ckc;3h7d3s;;
44490;kdqd;;;
44492;td4d;kc5c4c;;
44507;9d5d;4djsjd;kc;9h
44516;8h4h;td2d9d;9h;
44518;2dtd;;;
44523;6h3h;2cqh5h;;
44541;5cqc;7sad9c;;
44583;2dtd;;;
44584;5hth;6hjcjs;;
44590;ah4h;;;
44594;td3d;jd5h6h;;
44601;jhqh;4c6cqs;4s;ad
44604;6s9s;9c7dad;as;5c
44633;6sts;5ckh2h;;
44670;qsks;;;
44673;ad6d;3h3d2c;qd;9s
44680;7d8d;6h3c9s;;
44684;tdqd;6s7cqh;5d;
44689;4sks;;;
44690;jcqc;7ckh2c;ks;
44693;6hjh;2h9h6c;;
44699;9s4s;8d7cjd;;
44730;2cac;js5c6c;6h;4d
44750;6sks;;;
44772;7cqc;6c3d5c;3c;
44785;9cjc;;;
44806;9s2s;jh3djs;;
44809;7h5h;;;
44822;3h2h;;;
44831;ah2h;6ctdkc;;
44834;3h5h;;;
44838;jsqs;2s4d8d;ah;6d
44839;2dad;js7c2c;7s;
44846;6d5d;qc2s4s;9h;
44855;3sjs;qh3dks;th;6c
44856;3cqc;jd4hqs;5c;7s
44859;qhth;8ctstc;js;6d
44882;jd3d;jhkc6c;2s;8c
44908;ackc;4cth8c;td;8s
44924;2djd;5h4d8h;;
44944;asjs;4h5h4s;4c;8d
44969;ac8c;9dad6s;td;5d
44982;8d6d;6h2c4d;2d;tc
44994;5h7h;kc6d8h;8s;3d
45010;8s7s;;;
45011;2d5d;jdkd6d;;
45017;3h7h;9ckh3s;4d;ac
45021;ks9s;6ckdqh;th;ac
1;4d2h;;;
4;8c4d;;;
6;6dkc;;;
11;9h8c;tdqh7c;5c;
13;7skd;;;
16;ts3c;;;
17;5d8c;;;
18;3has;;;
21;kc7h;6h5cks;;
22;2s2h;;;
26;jh8c;;;
29;9htc;9c2dad;qh;
30;qh9d;;;
33;5h9d;;;
34;tsah;4h3c7d;;
35;jcqh;;;
38;7d9h;tsks2s;qd;
39;4cks;5d9h4d;th;6d
40;8d7s;;;
41;9c6d;;;
44;5h5s;4s5d6s;;
49;jc5h;;;
52;8h2d;;;
53;2d2s;8ctsqc;ks;
54;khtc;6hts7c;9d;ad
55;qskd;7s9dqd;;
61;7d3h;ks2c4d;ad;5c
64;8s8h;;;
66;ks6c;;;
67;kh4d;9sjdac;9d;7c
68;6had;jd7d4c;ts;
70;8ckh;;;
74;4h8d;qcadah;kh;3h
77;9s6h;;;
79;tdqh;2h9d4s;;
80;tcas;;;
84;ac2d;;;
85;8h2c;;;
86;as9d;khacjs;qc;qd
90;8had;;;
93;8s7h;;;
95;kc6h;jskhkd;;
96;6hts;;;
98;9s3h;;;
99;jd6s;;;
102;7ckh;;;
103;3c2h;jc4s4d;td;tc
104;5skd;;;
106;jhqs;9c2h5d;;
108;7has;ad5c4h;4d;9s
110;jh4s;;;
115;td3h;4c2hqh;;
119;7c8h;acasqs;8d;4h
124;4s4h;3dth6s;3c;qs
125;6c3d;2hjc7h;2s;
127;kc3h;6sjdjc;;
128;js2c;;;
130;qh8d;;;
131;3c7d;;;
133;3hac;7d3c2h;8s;5h
134;2sth;;;
135;ahtd;tc4d6s;;
136;jhkc;;;
137;ts2h;;;
138;8d8s;;;
139;2d6h;;;
142;th7s;;;
144;kdas;ac2std;qs;
145;2hjd;jsqc8s;kd;
146;9h5s;3s6h4h;7h;ad
148;td4h;3d6c8s;qh;2c
150;3sqc;;;
152;9c2s;;;
155;tc3s;;;
156;5das;2s7sts;;
157;4c5s;jc6dad;ts;td
160;6d2c;;;
161;qh4s;7h4h2d;;
163;asjd;;;
165;jh9c;;;
166;qs8h;khqc3h;;
167;jdjh;6dkh8c;5s;7c
172;7c3h;;;
173;2cjh;3h5hjc;7s;kd
177;4ctd;;;
178;ks3d;kc5c8c;4d;6h
180;4d9s;;;
181;kc6h;;;
182;5h9s;3s3d9d;qd;
183;6dkh;5h2c6h;4h;4s
184;ad7h;;;
186;2d4s;;;
187;6c7d;6djc7h;6s;3s
188;6dtc;7h3s8c;jd;td
189;4sqh;7s9h5c;jc;
190;kd9s;8d9h9d;;
192;7c3d;;;
194;7hqc;2c3h8h;;
196;3d5s;;;
197;2s8h;;;
199;4stc;5sqdjd;kd;6c
200;8s6h;;;
201;9c2s;;;
202;7hjs;;;
205;ts9d;;;
206;qd9c;ahjh7c;;
208;jhqc;;;
209;3h6c;qdtd4d;7c;
212;jh4s;;;
214;4c3d;8c4dth;jh;4h
215;thtc;;;
216;6d2s;;;
219;7sqd;;;
220;4s4d;4hqcjs;;
221;tc5s;;;
225;9h3d;;;
227;3ckd;2c7cqh;4h;5h
229;8d2h;;;
233;3c7s;;;
234;tcas;;;
235;6c8h;jh3sqd;kd;5d
237;as7h;4c3h5d;5h;jc
238;2c6s;;;
243;qs6c;;;
245;7h5s;td3htc;6d;
246;8c4s;5c7h8s;;
249;jh7d;5cth9d;8h;kd
251;7das;4h2c3s;;
253;4djs;4h5d9c;kd;as
257;8cah;;;
260;tcjs;;;
261;8s6c;qh2h7d;th;qc
262;3sad;;;
267;td7h;;;
268;5d8h;jcjdkc;;
269;3djc;;;
271;2h2s;2d9ckc;;
272;5d2s;;;
273;5c8d;2h5s7c;;
274;2s2d;;;
275;5d7h;;;
278;5sqc;qdkc9c;;
279;5d8c;;;
282;8d9h;9s5h8c;;
283;jd4h;3dahts;;
284;4h8c;;;
288;qdac;;;
291;jd5s;;;
293;4s9c;;;
295;as2c;4s2d7s;td;8s
297;3c9s;;;
298;8hks;;;
299;9dth;7d4c8s;;
301;7s6h;kd2h9d;qs;
303;js3c;7c6c8s;td;3d
305;7cks;2sjhqh;5h;ts
307;7h8c;6s4sah;5c;2d
310;9h2s;;;
312;3h2s;;;
313;7hjd;;;
315;kh5c;jhkcqd;;
317;8d6c;;;
319;4h4c;;;
321;9cah;5c6h4h;2s;
322;3sad;jh2d3c;;
323;2h7d;;;
328;6c4h;3hqs7h;;
329;2c9h;;;
330;2hjc;;;
331;2d3c;;;
334;3c7h;;;
337;7h9c;;;
338;thkc;6djckd;3h;jh
339;3djh;;;
340;9had;8c9d8s;2s;
342;th2d;;;
344;asqh;;;
345;4c6s;4djc4s;5h;
346;3d2c;;;
349;6cqh;5s4dah;;
351;qd4c;;;
353;7s4h;3hjd2h;;
355;5ckd;;;
357;kh6c;;;
358;2d2s;;;
359;3s7d;;;
361;qhkd;5djh3c;5h;
362;2d2s;;;
363;6dac;adks8h;9c;9d
364;qc8h;;;
365;4skc;;;
366;4d8h;;;
367;kdqc;js6dac;;
368;6h8d;5h4d9h;;
369;5das;kd7cjd;ah;
371;js2h;ahac6d;qc;
373;2dkc;8d5stc;jc;
378;7das;;;
380;4sqc;;;
381;jskd;7c2h3s;;
382;7std;;;
383;2c6s;;;
385;2d3s;;;
386;3dqc;;;
387;6sjd;3h7s2h;7c;
389;ks9c;8ckc4d;;
392;qh2c;;;
393;th8d;;;
394;ksjc;;;
396;3s7c;3h3dqh;kc;
399;5h9c;;;
400;ks6d;td9c4s;6c;th
401;3h2s;;;
403;5h9c;5s3c2s;2c;4s
409;6cjs;;;
410;6h8s;;;
411;qc4h;jc9s5s;;
412;ahjs;;;
413;as5d;4cjd6h;;
417;4s8d;kh2h8s;jh;qd
418;2h6d;;;
419;ah6c;;;
421;kc4h;as8hqd;9s;ac
422;3s8c;;;
425;ts7d;;;
426;3c3h;7c2ckd;4s;8h
427;7s7d;;;
428;8dqc;;;
430;7s6c;6s9sjc;4s;6h
434;kc4d;;;
435;4s3h;;;
439;9sth;;;
440;qc2s;kd6d4s;;
441;tc9s;;;
442;3hac;3s9s4h;;
444;5h6s;;;
445;5sjd;;;
446;jdac;;;
448;6d7c;2c8c5s;;
451;jh9c;tc7sad;4d;4s
452;6ckh;jh3h3c;7c;js
453;qhqd;;;
454;6skh;;;
457;ts9c;jc5sas;;
458;qs4d;;;
462;jd3s;4dasqc;;
467;qh3d;6s7hqc;ac;8c
468;7d6s;;;
471;th2c;5hacah;;
474;th4d;ks9c4s;;
476;4h6d;js3h5s;6s;
478;2s4d;3h8h6h;;
479;kh6d;6c5h8d;2h;
480;qdks;;;
481;6cjs;th7h9c;qs;
484;3cjh;ts6s4c;ah;
489;4c6s;;;
490;jsjc;;;
491;8s7h;ahjhqd;td;
495;ac3h;;;
499;kcqs;9h5d6h;;
500;7s9h;;;
503;5sqd;4stdac;;
508;3std;;;
509;9h5d;9dqd3s;2h;6c
510;7dqs;;;
514;js8c;6c3s8s;6h;
517;ts5c;8djs7d;td;3s
518;6h9s;2d4dtd;qd;9c
519;6sqc;;;
521;5d8c;4h6hac;;
523;2dac;;;
525;3c5h;6c6s4c;as;
530;7d4s;;;
531;9c3d;;;
543;th4d;;;
547;kd8s;td3cjc;;
550;2c2d;;;
551;7sac;6ckh8s;qs;js
555;3s3d;;;
556;6cjd;9h9s7d;2c;6s
559;4skc;2d7d4h;;
561;8s6d;ad9hkc;ks;
563;6h4c;;;
565;9h6c;;;
567;7s8c;jdtc5c;qd;2h
572;5sjc;;;
575;tdts;;;
576;kdah;5dkc8s;;
578;3d9s;;;
580;4sah;;;
581;th2c;;;
584;3d5s;;;
587;as2c;;;
588;khqc;qdks4d;ad;6d
589;2hac;;;
594;4cjd;;;
595;qdqc;;;
598;6h4c;;;
601;ad6c;;;
605;ts4c;;;
606;as3d;;;
609;jstd;;;
610;9d6c;;;
613;as4h;qdkd5d;2h;qc
614;3c8s;;;
617;3h6d;thts3c;;
621;5d2s;;;
622;qcts;;;
625;ac9d;jd2h8d;;
626;qsth;2d9h6c;;
629;kcjh;;;
630;5ctd;;;
631;7dkc;ks8c7c;;
632;2dac;2cad8d;;
633;2s6d;;;
634;6cts;;;
637;khkd;8hth7s;jd;6s
641;qdah;6d8cac;8s;5d
642;6c9s;;;
645;6stc;;;
646;3hts;;;
647;3sjd;;;
652;8s3d;;;
655;kd3c;qcks5s;5h;3d
657;khqs;js4c5h;kc;
658;jckh;;;
659;8sth;9h4das;;
661;qhqc;;;
662;4s9d;;;
663;9cqh;4s8sqd;8h;js
664;kh2d;5h9c7c;qs;
666;3dqh;4h6d5s;kh;kc
671;ks4d;;;
672;th4d;;;
674;2sqd;;;
675;5hkc;;;
678;qsth;js3skh;;
681;acth;;;
683;2d6h;;;
685;2h2c;;;
688;8hqd;;;
689;8h4d;3h6d4s;qs;qh
690;qc8h;9d6d3h;;
693;ksth;;;
696;tdjs;;;
697;3c6d;;;
699;7c6s;qs5d8c;5h;td
700;8skd;2s8cjh;;
703;6ckd;7d9sjs;9d;jd
707;5cqs;8skcqh;2s;
711;td2c;9s4ckh;;
715;3h9d;;;
717;4d7h;thjd3c;;
719;7d9s;jdtcjh;;
721;7s7d;;;
722;kcks;;;
723;2c8s;;;
724;qskc;6s8s3c;ah;9c
728;4c2s;;;
732;5sth;5c8s7d;2h;as
733;2s5c;;;
734;9h4s;kc8d5s;2d;
736;3d4s;;;
739;4d7h;;;
740;qs4c;;;
741;9d6h;;;
742;3dts;;;
743;4hqd;;;
744;5sah;tc2htd;7h;qs
746;3std;;;
747;5hqd;;;
748;qs9h;;;
749;2s8c;;;
752;th3d;3s2stc;kc;6s
754;qc7s;;;
756;5d9s;;;
758;tctd;;;
760;8hjs;;;
761;2cjh;5c4s8h;;
763;jc3d;;;
766;9sqh;astcad;ts;ac
768;6skh;;;
769;4c4h;;;
770;tsad;;;
771;kh7d;;;
773;jh8c;9hkh6h;;
776;8sjc;;;
779;qc5d;tcjdks;;
780;2d2h;as6hjd;4c;
784;6c6s;jh7c5c;5s;ah
785;kdas;;;
786;3d5h;;;
787;9d2s;;;
789;js2c;8s7d9s;;
790;2hks;jc4h3h;;
791;ks2d;kh7h3h;as;
792;6dah;3skh7h;9h;5c
793;5hjd;;;
794;4std;7d3c6h;;
795;4d2s;;;
798;kd4h;8s4cqh;8h;td
800;2sqc;;;
801;ahkd;adts7h;;
802;ah7c;;;
803;2hjd;5htsjc;;
805;9hkc;8h6c2h;;
809;qhtc;qd7cad;4c;7h
810;4c4s;8s3h2h;qh;
813;4s4h;as3d5c;;
814;9h8c;5h5s6d;qd;js
816;kcas;jc9h4d;7h;
817;jcas;;;
821;8d5s;7d7cjh;;
822;2s9c;;;
825;3dqh;8djhjd;6h;tc
826;8h7d;jc6hkh;2d;ad
830;9c2h;2cjcac;ah;4h
831;3cqd;9h9c2c;4c;6d
832;8h2d;;;
834;4dts;jc6ckh;5c;qc
835;5c7h;8d9sjh;ts;6h
837;8c9h;9s5s9d;;
839;qhtc;kd3dtd;th;
840;ahad;2s5c8c;;
842;2s8d;9h7had;9d;7d
844;3skh;7hac2d;5c;ad
847;khjc;9sad7c;4h;8h
851;th6d;6ststc;ks;4s
852;3s5d;5c9c2s;7c;5s
856;ts2c;5hqc8h;jh;
857;qdts;3d2sth;js;qs
859;2cjd;;;
862;tdts;3dkhkc;7h;
864;ts9d;;;
868;4s4h;9cas8s;ac;
871;9stc;kh6s6h;5d;
872;ks3h;4cqc9s;;
875;7cad;;;
876;8h6c;th4c5s;2c;
881;8s5c;2s6hjd;;
883;6had;tdqc8d;;
884;adqs;kcth9d;qc;8c
886;6c9h;;;
887;8hac;;;
889;4h8c;jcas5h;;
890;8c2h;;;
891;5c4d;6djs3d;;
893;kdkh;ad9s2d;;
894;kcqd;ac4cjh;8c;
895;jhts;;;
896;3c2h;;;
897;8h4s;ad7s6h;;
899;8d9h;9dqh5c;2h;5d
900;jd5c;9s4c9c;tc;
901;2cjd;;;
902;6s2c;;;
905;qc3s;5c5htd;8h;7h
906;2d4s;;;
909;3dqh;jd3hjc;;
910;ks2h;9d8s3h;th;9h
912;tsjc;adks2c;tc;7s
915;jdjs;;;
917;7d7h;;;
919;tc5s;;;
920;6s8h;;;
922;6ckd;4d3c5d;;
923;3s2d;;;
924;9s3c;;;
926;5h9s;6d6skc;;
927;3sah;4h3h2h;kd;
928;6s8c;;;
929;6h2d;;;
930;8has;;;
934;tdth;qs2d7h;ts;
936;acjd;th8s7h;5h;8d
937;8h4c;;;
938;asjc;;;
940;2c4h;;;
941;6d5h;;;
944;7s4c;;;
945;2c7s;;;
946;7s2d;;;
947;jc9s;4stsks;4c;2h
951;jh9s;;;
952;7d8h;ah6s5d;;
953;as7c;7s3d2s;2h;8s
957;qc9d;5s5d7s;;
958;5sqc;;;
961;qdjc;3d5hac;6s;ts
962;3h6c;4ctd5h;6s;
965;tc8s;3skhqc;5s;9c
966;5c9s;7s8c2c;;
969;2c4d;;;
970;as7d;;;
971;8hac;3s4s9s;2d;6h
975;3s4d;qc4h5h;;
976;jh5c;8d2c4h;;
981;6dkh;;;
982;as8h;2h7skc;5d;9c
985;6cks;;;
986;4s6d;9d3c3h;;
987;qs5c;;;
991;4h6c;qd4dks;6s;
992;6cjd;;;
993;4cjh;;;
994;kcjh;8has9s;2h;
996;3hjc;ad7stc;2d;8h
998;5hkd;;;
1001;jhts;qd8has;4h;
1004;6hkc;6sjhkd;;
1005;9h3d;;;
1006;7sjh;4h7dkc;2c;2s
1007;9d7c;;;
1008;kh7s;qhjh4c;ts;jd
1010;ah3d;;;
1012;js8d;3s9d8s;6c;
1013;4h9c;;;
1014;2djh;jstc3s;ks;
1015;9d4c;;;
1017;3s9c;;;
1021;ksth;7d8c9s;ac;5h
1022;8s6h;3s9c3c;;
1026;9s9d;2hac4s;tc;7s
1029;jdac;;;
1031;8dqs;2hqcjd;;
1033;9h5d;js7d6s;2h;6d
1034;kdqc;kh3s3c;2s;
1035;tc7d;5std7h;;
1036;6h6d;4hqs7c;3s;th
1039;jc6d;tsqc3d;;
1043;qhtd;4cjh6d;5s;
1044;7d8c;3das6d;;
1046;9c2h;;;
1047;js5d;qh4s2h;;
1048;askc;;;
1053;ks6h;;;
1054;kcts;2hkstd;;
1056;jskh;jc3s9d;7h;kd
1060;5h4c;3d4d4h;;
1063;th3s;9cjckd;2s;
1064;5d2h;;;
1067;6hjc;;;
1068;qdjs;qs7dkh;ts;ah
1069;qc3s;6dkdks;4h;kh
1070;4h5c;;;
1072;3s8c;;;
1073;as3c;4h9c2s;4c;7c
1074;qc9s;;;
1076;2c7s;;;
1079;acks;7s8s2h;kh;td
1081;ks9c;;;
1082;3c2h;;;
1083;6c6d;3djc6h;;
1084;qsqc;;;
1085;7c3s;7h2dkh;jc;5d
1086;asjh;kc9cad;;
1091;td9s;6s7hqh;5h;ts
1092;6c8h;;;
1093;7cah;ad6std;6d;6c
1094;3d8c;;;
1095;9h6s;7h3h3c;;
1097;jc5d;5h9cjh;7s;
1099;5d6c;qs8d2h;5c;th
1103;ad2h;qd2s3c;5h;ts
1104;8c8h;;;
1107;2hks;jd9dac;js;
1112;7das;2c2dac;;
1113;2c8d;;;
1114;6s6d;;;
1115;2s4h;;;
1116;8c8d;4c8hah;3d;5d
1117;2cjs;3s9h7d;5h;
1118;4s7d;5hks9s;6s;kh
1119;6h2d;;;
1120;7sjd;;;
1123;ts2c;;;
1129;9c4d;;;
1131;qdas;6hkd7c;th;4h
1135;ah9c;;;
1137;jsad;;;
1138;4d3c;2c9cas;4s;jd
1139;qh3s;;;
1141;6s3c;3sahqc;;
1145;ks6d;;;
1146;7cjd;;;
1148;4c2d;2sahks;6h;7h
1149;qd9s;acjd7c;2h;
1151;4c4h;7s2had;kd;6s
1154;6sjh;5das4d;;
1157;qd5c;;;
1158;3s2d;8s2s3c;;
1159;6c3d;;;
1160;qd9s;4cqc5c;3h;
1161;7d4h;;;
1163;jhac;4c2d9c;;
1166;kc7h;8h2hqc;3h;8s
1168;9h7c;9c2s8c;;
1169;7h2c;4djc9h;;
1170;qd6c;4s2h4h;jd;
1171;qh4d;;;
1175;2s3c;ts6h5h;th;3s
1176;2hqd;th3h5h;6s;4s
1177;8h5d;ts5skc;kd;
1180;kcks;2had3c;5d;jd
1182;3sad;acqd5c;9s;7h
1184;kd7c;;;
1186;ad2s;;;
1187;jcad;5cjhks;8c;8h
1188;qh5d;ks6sad;4c;
1191;5djh;acjs5c;8h;kd
1192;6c3s;4d6sjs;;
1194;asad;6d5c7c;2c;9c
1195;ac6s;3c3sas;5c;8d
1196;ks4d;jc2sac;js;
1202;9hac;ksth4s;td;2d
1203;3c6h;7sjhtd;;
1204;6c3h;4s9s5c;qh;8s
1209;4d3h;4hkcac;3c;2s
1210;5ckd;kh6djh;qh;ad
1214;ad2h;jc3h4d;;
1218;7had;th7d8s;;
1222;4d2c;;;
1224;7d3c;td7h7s;ah;6h
1226;qs6h;4h9d5d;;
1229;tstc;khqdth;7s;4h
1230;8h6d;3c9d3d;ah;2s
1231;7had;ah8dtd;jc;2d
1233;ac8d;9hqc8h;ts;7c
1236;5h2d;2h6c5s;jh;
1238;8c8h;6c5s4s;7d;qh
1241;jh2s;js8h6h;tc;6d
1245;4s5c;tc7c4c;5h;ac
1246;4h4c;;;
1248;ad9s;jc4c3s;3d;6s
1251;ts4h;7s5s2s;ah;kh
1252;9s2h;;;
1256;8h9d;;;
1258;jckd;4h8cjs;2s;6s
1259;9c9h;;;
1264;8hqs;5dks3h;jc;9h
1266;6dqh;6h7h9c;7d;4c
1268;5h5d;jhjdts;6d;7s
1269;as7d;jdad7s;jc;
1270;5d7h;;;
1271;2h5s;;;
1273;8d3c;;;
1275;9sjh;tsks6s;th;js
1276;5c9s;4s8h5d;jh;7c
1278;3c4d;6sjs5d;7h;7s
1280;kdas;ahqh4c;3h;qd
1281;ksqc;td8dtc;th;8c
1282;ah5c;4h2h3s;9c;5h
1283;qd6s;thjdkd;;
1285;6d5h;;;
1289;tc3d;8d2d6h;7s;3c
1294;7sqh;2d7hjs;3d;jh
1295;9d8c;6hkd5h;jh;ah
1297;9ckd;jcahkc;4d;td
1298;qstd;kd5has;8s;6s
1300;jstd;9hqd5c;2h;7h
1302;4ctd;2h5sjc;ts;th
1303;7cjd;thts6c;ah;
1305;tcad;4c2sqd;9h;
1307;2s9c;6s8c4c;8d;
1309;3h8d;;;
1311;kdks;5djh4c;9h;
1312;7hjs;kc8d4h;jc;jd
1323;9cth;qh4cts;kc;6h
1324;tc8h;kdqd9h;7h;td
1327;qhad;7d7s3s;td;7c
1328;9sqc;khasqd;8d;jd
1330;3h2c;;;
1331;2d9c;;;
1332;8cks;as8sjc;;
1333;7sqd;;;
1338;6cjh;ah4h3c;tc;
1340;3s6c;7d5h9s;7s;ac
1341;5d9h;ad6c5s;4d;7d
1342;tcjd;kcjc4d;2c;
1353;jcqh;ackc6h;jd;js
1354;kh8s;7stsqh;9h;3c
1356;kd7s;jsthqc;qh;6d
1357;as5d;5s2s5c;;
1359;9d6h;jsjh9h;6d;
1360;6h3s;jsqdqh;2c;9s
1364;7s9d;qs8s5d;8h;3d
1368;jdqs;js8d7c;;
1371;ac2h;8d5h5d;js;9s
1372;3c6h;;;
1374;as7h;4h9d4s;6c;
1376;ksad;9dkc2c;4d;5h
1377;7s6c;3cjhqh;3s;2s
1384;8h9s;6c4h8c;qd;js
1388;3d4s;9d8cks;qc;
1389;kd3s;tcqctd;5d;
1392;4c3d;5h6h2h;;
1393;2das;kdks8h;th;6d
1394;5djs;8s4d8d;;
1395;6h4s;;;
1402;8hts;8s5skd;7h;jd
1405;ackd;adjcqh;;
1406;2cjs;7c5cjh;as;
1408;ac4h;;;
1409;tc7s;;;
1410;jd2h;5skc8d;6s;
1412;thad;qhqd7s;6d;js
1413;kskd;9s5s8c;kh;
1417;4d2s;;;
1418;3sad;6ctd2d;6d;4c
1423;thks;qdah3d;ad;3s
1425;ahjd;as9h2h;;
1428;5sah;2h2s4c;tc;7h
1429;7h5s;;;
1433;3hqd;4hasqs;5h;kc
1436;khts;ad2hjd;3d;4s
1439;jd7c;6d2s8d;9c;ks
1440;9sqh;6h4d8d;;
1442;tc8d;js8h9c;jh;as
1444;ac6h;8dqhjd;3d;9d
1445;6stc;3had6d;jd;as
1448;ahas;jcjs9d;4s;7c
1451;9h2d;;;
1452;ac6s;8cjsjc;6c;
1453;qh8c;2s8d8h;qc;9c
1454;qhtc;ad8h6c;ac;9c
1456;td9s;jdqd3d;kd;
1458;adqs;jhjs5d;2s;th
1459;js3h;4h3djh;qs;9s
1465;2djs;ksqd6s;tc;ts
1466;qcqs;qd7sas;;
1467;8h2d;;;
1470;3dac;2ctd9s;3h;7s
1472;2had;2skdjc;js;6c
1473;qcjs;kh4c2s;9c;5s
